Gene ID,HMMER,Hotpep,DIAMOND,#ofTools,genome_name
JAKTKU010000006.1_111,-,-,GT2,1,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000006.1_145,-,-,GH3,1,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000007.1_38,-,-,CBM32,1,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000008.1_64,-,-,GH13_31,1,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000008.1_66,-,-,GH13_23,1,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000008.1_116,-,-,GT2,1,GCA_024591315.1_ASM2459131v1_genomic
JAKTKU010000008.1_124,-,-,GH13_29,1,GCA_024591315.1_ASM2459131v1_genomic
JAKTKY010000001.1_146,GT51(353-547),-,GT51,2,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000001.1_148,GT51(73-270),-,GT51,2,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000001.1_50,GH1(5-486),GH1(1),GH1,3,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000002.1_219,CE6(54-145),CE6(2),CE0,3,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000002.1_276,GH4(7-187),GH4(1),GH4,3,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000002.1_290,GH73(288-404),-,GH73,2,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000003.1_101,GH77(9-469),GH77(5),GH77,3,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000003.1_102,GT35(81-751),GT35(1),GT35,3,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000003.1_222,CE9(4-375),CE9(43),CE9,3,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000003.1_34,CE4(91-224),-,-,1,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000004.1_11,GH73(287-401),GH73(56),GH73,3,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000004.1_138,GH38(3-254),GH38(10),GH38,3,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000004.1_140,GH1(3-456),GH1(6),GH1,3,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000005.1_107,GH170(3-354),-,GH170,2,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000005.1_11,GT51(50-221),GT51(13),GT51,3,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000005.1_129,GH1(1-476),GH1(57),GH1,3,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000005.1_131,GH1(6-478),GH1(7),GH1,3,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000005.1_139,GH109(1-135),-,-,1,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000005.1_190,GT2_Glycos_transf_2(5-150),GT2(193),GT2,3,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000005.1_33,GH43_24(22-267),GH43(91),GH43_24,3,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000005.1_57,GH4(6-183),GH4(2),GH4,3,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000005.1_7,CE9(6-365),-,CE9,2,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000006.1_118,CE4(241-356),CE4(67),CE4,3,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000006.1_119,CE4(240-369),CE4(67),CE4,3,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000006.1_130,CE9(7-369),CE9(63),CE9,3,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000006.1_133,GH4(4-181),GH4(14),GH4,3,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000006.1_17,GH1(3-458),GH1(20),GH1,3,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000006.1_26,GH32(9-308),GH32(38)+CBM38(7),GH32,3,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000006.1_80,GH112(6-720),GH112(1),GH112,3,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000007.1_69,GH112(6-717),GH112(1),GH112,3,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000008.1_24,GH25(113-303),GH25(33),GH25,3,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000008.1_52,CBM48(21-104)+GH13_9(172-459),GH13(20)+CBM48(6),CBM48+GH13_9,3,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000008.1_59,GT2_Glycos_transf_2(8-168),GT2(115)+GT4(135),GT2,3,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000008.1_60,GT2_Glycos_transf_2(36-202),GT2(83)+GT4(135)+GT8(43),GT2,3,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000008.1_66,GT2_Glycos_transf_2(4-145),GT2(18),GT2,3,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000008.1_68,GT35(96-799),GT35(1),GT35,3,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000008.1_70,GH13_14(259-573),GH13(10)+CBM25(3)+CBM41(5)+CBM48(16)+CBM68(1),CBM48+GH13_14,3,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000009.1_31,GH1(5-480),GH1(11),GH1,3,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000009.1_32,GH1(7-473),GH1(11),GH1,3,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000010.1_122,GH109(2-165),-,-,1,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000010.1_143,CE1(14-249),-,-,1,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000010.1_162,GT51(45-213),GT51(58),GT51,3,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000010.1_21,GT28(189-344),GT28(25),GT28,3,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000010.1_67,GH1(2-483),GH1(1),GH1,3,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000011.1_140,GH1(7-467),GH1(66),GH1,3,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000011.1_49,GH1(2-466),GH1(1),GH1,3,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000012.1_15,GH1(3-471),-,GH1,2,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000012.1_49,GH1(2-486),GH1(1),GH1,3,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000012.1_50,GH1(2-474),GH1(2),GH1,3,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000012.1_94,GH1(4-470),GH1(1),GH1,3,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000013.1_119,GH13_29(25-368),GH13(3),GH13_29,3,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000013.1_124,CE4(44-150),CE4(84),CE4,3,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000013.1_38,GH38(5-277),-,GH38,2,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000013.1_99,GH1(6-477),GH1(11),GH1,3,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000014.1_86,GH1(2-470),GH1(1),GH1,3,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000017.1_42,GH1(3-466),GH1(19),GH1,3,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000018.1_23,GH1(6-257),GH1(48),-,2,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000018.1_69,GT14(3-255),-,GT0,2,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000019.1_43,GH1(11-480),GH1(27),GH1,3,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000019.1_61,GH1(3-459),GH1(19),GH1,3,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000021.1_21,GH170(3-359),-,GH170,2,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000021.1_24,CBM66(238-392)+GH32(525-832)+CBM66(1095-1257),GH32(24)+CBM38(1)+CBM66(1),CBM66+GH32,3,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000022.1_37,GT5(3-475),GT5(26),GT5,3,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000024.1_14,CE4(235-362),-,CE4,2,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000024.1_21,GT4(164-312),GT4(42),GT4,3,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000024.1_23,GT4(207-353),GT4(55),GT4,3,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000024.1_41,GH25(6-181),GH25(88),GH25,3,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000027.1_8,GH13_20(34-324),GH13(61),GH13,3,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000028.1_12,GT2_Glycos_transf_2(5-127),-,GT2,2,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000028.1_24,GT2_Glycos_transf_2(6-160),-,GT2,2,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000028.1_25,GT2_Glycos_transf_2(7-111),-,GT2,2,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000028.1_26,GT4(206-350),-,GT4,2,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000028.1_28,GT2_Glycos_transf_2(11-169),-,GT2,2,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000028.1_29,GT4(207-346),GT4(191),GT4,3,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000028.1_7,GH25(105-175),GH25(49),GH25,3,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000031.1_18,GT4(187-337),-,GT4,2,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000031.1_19,GT4(187-298),-,GT4,2,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000031.1_21,GT2_Glycos_transf_2(21-168),-,GT2,2,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000031.1_7,CE4(222-356),-,-,1,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000034.1_20,GH109(1-149),-,-,1,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000035.1_6,GH1(7-480),GH1(2),GH1,3,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000037.1_12,CE1(83-248),-,-,1,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000037.1_9,CE4(243-359),CE4(93),CE4,3,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000009.1_158,-,GH0(66),-,1,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000011.1_111,-,GH23(34),GH23,2,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000005.1_10,-,GH23(192),-,1,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000006.1_25,-,GH32(46),-,1,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000002.1_59,-,GH38(8),-,1,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000021.1_29,-,CBM5(48),-,1,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000039.1_13,-,CBM5(68),-,1,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000010.1_2,-,CBM5(68),-,1,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000010.1_38,-,-,CBM32,1,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000013.1_60,-,-,GH13_31,1,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000013.1_62,-,-,GH13_23,1,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000013.1_112,-,-,GT2,1,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000013.1_120,-,-,GH13_29,1,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000014.1_18,-,-,GH73,1,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000015.1_24,-,-,GH13_30,1,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000015.1_60,-,-,GT2,1,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000016.1_57,-,-,GH130,1,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000016.1_86,-,-,GH152,1,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000016.1_93,-,-,CE0,1,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000017.1_24,-,-,CBM50,1,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000017.1_79,-,-,GH1,1,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000001.1_159,-,-,GT2,1,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000001.1_218,-,-,GH28,1,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000001.1_223,-,-,GH13,1,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000001.1_275,-,-,GT4,1,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000001.1_280,-,-,GT83,1,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000001.1_309,-,-,GT47,1,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000001.1_327,-,-,GH1,1,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000020.1_51,-,-,GH13_11,1,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000020.1_73,-,-,GT58,1,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000021.1_16,-,-,GH1,1,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000022.1_35,-,-,CBM48+GH13_9,1,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000023.1_23,-,-,GH23,1,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000023.1_40,-,-,GH23,1,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000028.1_19,-,-,GT2,1,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000028.1_20,-,-,GT2,1,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000002.1_79,-,-,GH5_11,1,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000002.1_132,-,-,GH73,1,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000002.1_256,-,-,GT1,1,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000002.1_285,-,-,CBM50,1,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000030.1_13,-,-,GH3,1,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000031.1_23,-,-,GT9,1,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000032.1_28,-,-,GT4,1,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000036.1_7,-,-,GH13,1,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000036.1_10,-,-,GH28,1,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000003.1_96,-,-,CBM50+GH25,1,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000003.1_147,-,-,GH23,1,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000003.1_186,-,-,CBM50,1,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000003.1_194,-,-,GT2,1,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000043.1_5,-,-,GH38,1,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000004.1_197,-,-,GH23,1,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000005.1_51,-,-,GH84,1,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000005.1_56,-,-,GH4,1,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000005.1_94,-,-,GH13,1,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000006.1_105,-,-,GH73,1,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000006.1_107,-,-,CBM50,1,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000006.1_148,-,-,GT30,1,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000008.1_51,-,-,GT2,1,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000008.1_55,-,-,GH25,1,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000008.1_120,-,-,GH13_31,1,GCA_024591295.1_ASM2459129v1_genomic
JAKTKY010000009.1_9,-,-,CBM50,1,GCA_024591295.1_ASM2459129v1_genomic
JAKTLD010000001.1_146,GT51(353-547),-,GT51,2,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000001.1_148,GT51(73-270),-,GT51,2,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000001.1_50,GH1(5-486),GH1(1),GH1,3,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000002.1_104,CE9(6-365),-,CE9,2,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000002.1_108,GT51(50-221),GT51(13),GT51,3,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000002.1_130,GH43_24(22-267),GH43(91),GH43_24,3,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000002.1_154,GH4(6-183),GH4(2),GH4,3,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000002.1_204,GH170(3-354),-,GH170,2,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000002.1_226,GH1(1-476),GH1(57),GH1,3,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000002.1_228,GH1(6-478),GH1(7),GH1,3,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000002.1_236,GH109(1-135),-,-,1,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000002.1_287,GT2_Glycos_transf_2(5-150),GT2(193),GT2,3,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000003.1_131,CE6(54-145),CE6(2),CE0,3,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000003.1_189,GH4(7-187),GH4(1),GH4,3,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000003.1_203,GH73(288-404),-,GH73,2,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000004.1_151,CE4(91-224),-,-,1,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000004.1_4,CE9(4-375),CE9(43),CE9,3,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000004.1_83,GT35(81-751),GT35(1),GT35,3,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000004.1_84,GH77(9-469),GH77(5),GH77,3,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000005.1_94,GH112(6-717),GH112(1),GH112,3,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000006.1_139,GH1(7-467),GH1(66),GH1,3,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000006.1_49,GH1(2-466),GH1(1),GH1,3,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000007.1_33,GH1(5-480),GH1(11),GH1,3,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000007.1_34,GH1(7-473),GH1(11),GH1,3,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000008.1_122,GH109(2-165),-,-,1,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000008.1_143,CE1(14-249),-,-,1,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000008.1_162,GT51(45-213),GT51(58),GT51,3,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000008.1_21,GT28(189-344),GT28(25),GT28,3,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000008.1_67,GH1(2-483),GH1(1),GH1,3,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000009.1_131,GH13_14(259-573),GH13(10)+CBM25(3)+CBM41(5)+CBM48(16)+CBM68(1),CBM48+GH13_14,3,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000009.1_133,GT35(96-799),GT35(1),GT35,3,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000009.1_135,GT2_Glycos_transf_2(4-145),GT2(18),GT2,3,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000009.1_141,GT2_Glycos_transf_2(36-202),GT2(83)+GT4(135)+GT8(43),GT2,3,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000009.1_142,GT2_Glycos_transf_2(8-168),GT2(115)+GT4(135),GT2,3,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000009.1_149,CBM48(21-104)+GH13_9(172-459),GH13(20)+CBM48(6),CBM48+GH13_9,3,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000010.1_132,GH1(3-471),-,GH1,2,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000010.1_52,GH1(4-470),GH1(1),GH1,3,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000010.1_96,GH1(2-474),-,GH1,2,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000010.1_97,GH1(2-256),GH1(45),-,2,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000010.1_98,GH1(4-176),GH1(27),-,2,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000011.1_100,GH1(6-477),GH1(11),GH1,3,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000011.1_120,GH13_29(25-368),GH13(3),GH13_29,3,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000011.1_125,CE4(44-150),CE4(84),CE4,3,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000011.1_38,GH38(5-277),-,GH38,2,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000012.1_86,GH1(2-470),GH1(1),GH1,3,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000013.1_11,GH73(287-401),GH73(56),GH73,3,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000015.1_22,GH38(3-254),GH38(10),GH38,3,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000015.1_24,GH1(3-456),GH1(6),GH1,3,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000016.1_8,GH13_20(34-324),GH13(61),GH13,3,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000017.1_25,GH112(6-720),GH112(1),GH112,3,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000017.1_63,CE4(241-356),CE4(67),CE4,3,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000017.1_64,CE4(240-369),CE4(67),CE4,3,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000017.1_75,CE9(7-369),CE9(63),CE9,3,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000017.1_78,GH4(4-181),GH4(14),GH4,3,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000018.1_42,GH1(3-466),GH1(19),GH1,3,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000020.1_24,GH1(6-257),GH1(48),-,2,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000020.1_70,GT14(3-255),-,GT0,2,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000021.1_47,GH1(11-480),GH1(27),GH1,3,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000021.1_65,GH1(3-459),GH1(19),GH1,3,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000022.1_51,CBM66(96-250)+GH32(383-690)+CBM66(953-1115),GH32(24)+CBM38(1)+CBM66(1),CBM66+GH32,3,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000022.1_55,GH170(3-359),-,GH170,2,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000023.1_45,GT5(3-475),GT5(26),GT5,3,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000024.1_23,GH25(6-181),GH25(88),GH25,3,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000024.1_41,GT4(207-353),GT4(55),GT4,3,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000024.1_43,GT4(164-312),GT4(42),GT4,3,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000024.1_50,CE4(235-362),-,CE4,2,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000026.1_17,GH1(3-458),GH1(20),GH1,3,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000026.1_26,GH32(9-308),GH32(38)+CBM38(7),GH32,3,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000027.1_11,GT2_Glycos_transf_2(5-127),-,GT2,2,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000027.1_23,GT2_Glycos_transf_2(6-160),-,GT2,2,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000027.1_24,GT2_Glycos_transf_2(7-111),-,GT2,2,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000027.1_25,GT4(206-350),-,GT4,2,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000027.1_27,GT2_Glycos_transf_2(11-169),-,GT2,2,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000027.1_28,GT4(207-346),GT4(191),GT4,3,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000027.1_6,GH25(105-175),GH25(49),GH25,3,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000029.1_24,GH25(113-303),GH25(33),GH25,3,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000030.1_11,GT2_Glycos_transf_2(21-168),-,GT2,2,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000030.1_13,GT4(187-298),-,GT4,2,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000030.1_14,GT4(187-337),-,GT4,2,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000030.1_25,CE4(222-356),-,-,1,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000033.1_13,GH109(1-149),-,-,1,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000034.1_6,GH1(7-480),GH1(2),GH1,3,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000036.1_12,CE1(83-248),-,-,1,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000036.1_9,CE4(243-359),CE4(93),CE4,3,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000007.1_158,-,GH0(66),-,1,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000006.1_110,-,GH23(34),GH23,2,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000002.1_107,-,GH23(192),-,1,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000026.1_25,-,GH32(46),-,1,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000003.1_58,-,GH38(8),-,1,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000022.1_46,-,CBM5(48),-,1,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000039.1_5,-,CBM5(68),-,1,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000008.1_2,-,CBM5(68),-,1,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000011.1_61,-,-,GH13_31,1,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000011.1_63,-,-,GH13_23,1,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000011.1_113,-,-,GT2,1,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000011.1_121,-,-,GH13_29,1,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000012.1_18,-,-,GH73,1,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000014.1_24,-,-,GH13_30,1,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000014.1_60,-,-,GT2,1,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000015.1_81,-,-,GH23,1,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000016.1_91,-,-,GT30,1,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000017.1_50,-,-,GH73,1,GCA_024591265.1_ASM2459126v1_genomic
JAKTLD010000017.1_52,-,-,CBM50,1,GCA_024591265.1_ASM2459126v1_genomic
